tweet,country_code,geo_location,bounding_box,screen_name,favourites_count,followers_count,statuses_count,friends_count,listed_count,user_described_location,created_at,utc_offset
@Pikplum @JerryNadler I think #CONGRESS  is harassing our #PRESIDENT&amp; OUR #AGBarr,US,"Sun City Center, FL","[[[-82.3902961, 27.670431], [-82.335169, 27.670431], [-82.335169, 27.7491067], [-82.3902961, 27.7491067]]]",pgfry,10580,210,5496,344,4,"Sun City Center, FL",Thu May 02 14:10:18 +0000 2019,
"Why is  Attorney General Barr so scared to face proper oversight and questioning from #Congress?   Barr shown himself to be Trump's new fixer, chicken, coward, and disgrace!  American  Constitutional Democracy is at risk",US,"Salt Lake City, UT","[[[-112.0383105, 40.6998952], [-111.795741, 40.6998952], [-111.795741, 40.8317151], [-112.0383105, 40.8317151]]]",PoliticalUte76,2290,767,23837,157,52,"Salt Lake City, Utah, USA",Thu May 02 14:09:08 +0000 2019,
@IndiaToday @RahulGandhi You should come out and apologise on behalf of your family&amp; #congress party who failed to protect #Sikhs in #1984 .You obviously won’t because it was a pre planned massacre,GB,"Hounslow, London","[[[-0.457966, 51.420633], [-0.243419, 51.420633], [-0.243419, 51.502851], [-0.457966, 51.502851]]]",harchetan_khosa,1133,39,279,435,0,"England, United Kingdom",Thu May 02 14:06:47 +0000 2019,
#CONGRESS you are not doing your job. You are harassing our #PRESIDENT&amp; OUR #AGBarr. Get off your high horse &amp;  do something about the border. Stop your harrassment.,US,"Sun City Center, FL","[[[-82.3902961, 27.670431], [-82.335169, 27.670431], [-82.335169, 27.7491067], [-82.3902961, 27.7491067]]]",pgfry,10580,210,5496,344,4,"Sun City Center, FL",Thu May 02 14:02:17 +0000 2019,
"House lawmakers speak after Attorney General Barr refused to appear befo... https://t.co/at8qu9FYx2 via @YouTube
#Congress #ImpeachTrump",GU,"Adacao, GU","[[[144.832882, 13.46106], [144.8570821, 13.46106], [144.8570821, 13.4996104], [144.832882, 13.4996104]]]",ritafebamba,194,0,115,7,0,"Wilson, New York",Thu May 02 13:38:40 +0000 2019,
Barr is such a punk! #Congress,US,"Brooklyn, NY","[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]]",MrsJames_,342,8,668,226,0,"Brooklyn, NY",Thu May 02 13:24:58 +0000 2019,
#Barr skips the hearing and #Congress implodes.. Never give into a temper tantrum of a child. https://t.co/wrH8CuXgEC,US,"San Diego, CA","[[[-117.282538, 32.53962], [-116.9274403, 32.53962], [-116.9274403, 33.0804044], [-117.282538, 33.0804044]]]",CatholicForLife,46402,7384,79205,3379,252,"San Diego, CA",Thu May 02 13:23:01 +0000 2019,
"Translation : ""I don't have an idea of what the people want, nor do I care. All I want is NYAY for the #Congress politicians to be corrupt unhindered. If #Aadhaar has to be remove for it. So be it."" https://t.co/HhE7i1IPmv",IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",MadCapProf,4374,301,24124,184,4,"New Delhi, India",Thu May 02 12:49:18 +0000 2019,
"@AOC *cue Contempt of Congress charges*

#Barr #BarrTestimony #BarrLied #BarrHearing #Congress",CA,"Toronto, Ontario","[[[-79.639319, 43.403221], [-78.90582, 43.403221], [-78.90582, 43.855401], [-79.639319, 43.855401]]]",Food_Nomad,2281,295,7797,321,24,Toronto,Thu May 02 12:39:53 +0000 2019,
"#SP #BSP alliance and #Congress going to sweep #UttarPradesh, says #RahulGandhi . He says his party is supporting #Gathbandhan where there is weak Congress candidate. #LokSabhaElections2019",IN,"Lucknow, India","[[[80.658613, 26.642291], [81.110202, 26.642291], [81.110202, 27.008048], [80.658613, 27.008048]]]",Saurabhjr,17938,1410,17286,1240,34,Lucknow,Thu May 02 12:36:17 +0000 2019,
See what happens Minnesota when you put a terrorist in office. It’s only going to get worse. #Minnesota #Congress #IlhanOmar,US,"Forest Hills, MI","[[[-85.551867, 42.854485], [-85.4495569, 42.854485], [-85.4495569, 42.971813], [-85.551867, 42.971813]]]",davidsiller66,121,23,275,246,0,"Grand Rapids, MI",Thu May 02 12:25:43 +0000 2019,
"@BengalNewz @Breaking_24X7 @BengalNewzLife @BengalNewzWorld @DefenceNewz @NaxalB @maoistlegacy A day after 15 C-60 commandos were killed in a #Maoist attack in #Maharastra's #Gadchiroli district, the #Congress sought the resignation of state Chief Minister #DevendraFadnavis and said the incident reflected failure of the Union Home Ministry.  | #MaharashtraDay #NaxalAttack",IN,"Kolkata, India","[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]",BengalNewzIndia,10823,2269,18282,15,21,Kolkata and New Delhi,Thu May 02 10:38:44 +0000 2019,
"What is erection commission ?
is that commission regulate erection ??
I mean seriously ??
#BJP #congress @BJP4India @PSamratSakal https://t.co/eUg1pJVasf",IN,"Haveli, India","[[[73.6246953, 18.2801029], [74.1954594, 18.2801029], [74.1954594, 18.7362196], [73.6246953, 18.7362196]]]",Rohi_Harip,326,297,4930,441,4,"New Delhi, India",Thu May 02 10:14:37 +0000 2019,
@EricTrump @realDonaldTrump Stop whining good grief it appears the entire @realDonaldTrump #Familia is as #weak and #corrupt as #DerangedDonald #Congress MUST do its job after #BarrHearing disaster yesterday - begin #Impeachment #investigation NOW,US,"Tysons Corner, VA","[[[-77.265228, 38.898565], [-77.196534, 38.898565], [-77.196534, 38.934957], [-77.265228, 38.934957]]]",haldonahue,68111,12617,200340,12738,288,"Scranton, PA, USA",Thu May 02 09:57:06 +0000 2019,
@iAnkurSingh @PChidambaram_IN He forgot himself or trying to hide correct things just for #LokSabhaElections2019 and for #Congress,IN,"Jaipur, India","[[[75.4979969, 26.800561], [75.9970446, 26.800561], [75.9970446, 27.0188054], [75.4979969, 27.0188054]]]",deepadoc,5658,1078,5849,145,16,"Jaipur ,Rajasthan ,India",Thu May 02 09:46:11 +0000 2019,
"#Congress should do it by hook or crook .After all ,these are it's own vote bank. SC is asking these questions at the behest of ganddis just to help to garner minority votes to the ganddi family. Now if EC rejects it then, liberals n some intellectuals will say BJP is anti Muslim https://t.co/q3nM4joBdX",IN,"Kolkata, India","[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]",dyutiman_advt,3054,544,6608,453,2,Kolkata (INDIA),Thu May 02 09:34:21 +0000 2019,
"▶️#Congress general secretary @PriyankaGandhi in #Raebareli today :  Ideology of Congress and BJP is poles apart : they are our main adversary in politics. We're fighting strongly, our candidates are strong 
 
📰💻📲
➡️ https://t.co/HxZfXlvjon ➡️ Print daily 🗞️Dainik Gana Adhikar https://t.co/5eYsryAGUm",IN,"Uttar Pradesh, India","[[[77.096236, 23.871941], [84.638873, 23.871941], [84.638873, 30.407576], [77.096236, 30.407576]]]",GanaAdhikar,29,144,4325,679,1,India,Thu May 02 08:58:04 +0000 2019,
"You just have to look at the comments made by #Congress ..... They are on auto retard mode!! 

And then their exo system wonders why they lose https://t.co/O1BCAfz5bl",IN,"Thane, India","[[[72.80161, 19.16162], [73.03441, 19.16162], [73.03441, 19.593413], [72.80161, 19.593413]]]",uttamkaul,2184,402,45587,633,26,Mumbai/J&k/India,Thu May 02 08:50:32 +0000 2019,
"Complete family pic #congress 

#LokSabhaElections2019 https://t.co/zih3nzYt14",IN,India,"[[[67.997691, 6.622513], [97.170672, 6.622513], [97.170672, 33.254896], [67.997691, 33.254896]]]",abhinavbillaiya,1916,134,1276,639,0,Bhopal,Thu May 02 08:49:50 +0000 2019,
"Rajiv Gandhi &amp; Sonia Gandhi enjoying summer.. A beautiful photo.
@INCIndia @RahulGandhi #Congress #Summer2019 #photography https://t.co/gBDrYTlc1i",IN,"Malegaon, India","[[[74.290242, 20.326515], [74.814926, 20.326515], [74.814926, 20.83459], [74.290242, 20.83459]]]",jamalna82341410,3527,224,4160,166,1,"Malegaon,Nasik,Maharashtra.",Thu May 02 08:47:12 +0000 2019,
"These women in #Congress, mates... they are the bomb diggity! https://t.co/hLxhtjI4RX",US,"Newberg, OR","[[[-122.989925, 45.28369], [-122.925614, 45.28369], [-122.925614, 45.3282311], [-122.989925, 45.3282311]]]",tjlxndr,25734,296,7502,1042,26,"Some, any, every... where?",Thu May 02 06:54:19 +0000 2019,
"@aiocasio is the “go nowhere not hot” girl all swiped left on #tinder, thus #congress 😒 @aoc #aoc @ Texas https://t.co/lBPHqI8YmA",US,"Texas, USA","[[[-106.645646, 25.837092], [-93.508131, 25.837092], [-93.508131, 36.500695], [-106.645646, 36.500695]]]",TheJonnyFerrari,9056,9691,9236,3679,52,"Texas, USA",Thu May 02 06:35:59 +0000 2019,
The biggest Q in #Maharashtra is - Will #Congress open its account in the state? Doesnt look like #LokSabhaElections2019,IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",jitengajaria,931,11168,69092,1142,129,India,Thu May 02 05:57:49 +0000 2019,
"@LeenaMistrynjcp Then don't waste. But you can act as a counselor for your #Pappu #ChorRaulVinci He is creating a trouble for #Indians for #Congress and for his #Pidis like you. Because he says  “This morning, I got up at night.”  #AluSona  a #DrugAddictPolitician ?...........",IN,"Haveli, India","[[[73.6246953, 18.2801029], [74.1954594, 18.2801029], [74.1954594, 18.7362196], [73.6246953, 18.7362196]]]",FoodVoila,547,639,7939,485,107,Mumbai Pune Indore Ahmedabad,Thu May 02 05:35:05 +0000 2019,
Lot Kabuki theater going on in #Congress.,US,"Huntington Beach, CA","[[[-118.082615, 33.6289907], [-117.91485, 33.6289907], [-117.91485, 33.756093], [-118.082615, 33.756093]]]",unilarry1528,7650,338,3675,695,2,"Azusa, CA",Thu May 02 05:32:41 +0000 2019,
"#SupremeCourt agrees to consider next week (before summer vacation) a plea for restraint against #Congress president #RahulGandhi from contesting polls in view of ""dual citizenship"" .

@DeccanHerald",IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",Ashtripathi13,168,1533,5698,386,37,New Delhi,Thu May 02 05:11:10 +0000 2019,
"My thoughts &amp; prayers are with all the families who've lost their loved ones...but we are made to feel so helpless... I bow my head and salute the courage and the ultimate sacrifice of the bravehearts. Such attacks are strongly condemnable,  says #Congress leader @ShatruganSinha",IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",mrityunjaybose,81,2195,5699,2938,9,"Mumbai,  India",Thu May 02 05:03:48 +0000 2019,
"#Congress leaders are in such a shock. if one of them is told 'your wife is pregnant', reply will be 'elections ke liye BJP ne kiya hoga'. #LokSabhaElections2019 https://t.co/1K00KBOAi8",IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",jitengajaria,931,11168,69092,1142,129,India,Thu May 02 02:48:27 +0000 2019,
@maziehirono @realDonaldTrump You should resign. Freeloaders #Congress,US,"Pennsylvania, USA","[[[-80.519851, 39.719801], [-74.689517, 39.719801], [-74.689517, 42.516072], [-80.519851, 42.516072]]]",rmindler,5036,83863,20873,8447,880,"Easton, PA",Thu May 02 02:48:05 +0000 2019,
Thank you #American Association of #Physicians of #INDIAN Origin #AAPI for your support to #India-#USA ties on your #Legislation Day at the #US #Congress https://t.co/HY3lIEZmWi,US,"Washington, DC","[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]",HarshShringla,811,7634,1729,297,22,"Washington, DC",Thu May 02 02:38:38 +0000 2019,
"Strange objection this! 'RamRam' 'JaiSriRam', 'JaiRamjeekee' are forms of mutual Greeting since centuries. And even 'Jaihind' is common greetings. Surely, #Owaisi or #Congress can shout Alah O Akbar in their rallies. ""Sky falling"" is irrelevant argument
 https://t.co/xJASs6924O https://t.co/OWVXinx9Qm",IN,"Haveli, India","[[[73.6246953, 18.2801029], [74.1954594, 18.2801029], [74.1954594, 18.7362196], [73.6246953, 18.7362196]]]",colvks,7717,3701,83806,2881,105,,Thu May 02 02:14:33 +0000 2019,
"#Hillary was So Brave to sit in front of #Congress for 11 Hours, whereas #PresTrump is So Scardy Cat to sit even for 5 Minutes..... https://t.co/cH5n5GjlQ9",US,"Chicopee, MA","[[[-72.626984, 42.124341], [-72.513489, 42.124341], [-72.513489, 42.2183538], [-72.626984, 42.2183538]]]",JimCarlson16,97986,1014,97571,325,21,,Thu May 02 02:03:49 +0000 2019,
"@realDonaldTrump @SenWarren @morningmika @RepAdamSchiff #Hillary has Bigger Kahunees than #PresTrump, #Hillary sat &amp; questioned in front of #Congress for 11 Hours whereas  #PresTrump is So Scaredy to sit for even 5 Minutes..........",US,"Chicopee, MA","[[[-72.626984, 42.124341], [-72.513489, 42.124341], [-72.513489, 42.2183538], [-72.626984, 42.2183538]]]",JimCarlson16,97986,1014,97571,325,21,,Thu May 02 01:59:28 +0000 2019,
#Resistance will be futile unless this #Congress takes action now if you are on the fence about #ImpeachmentNOW then you are supporting @realDonaldTrump #GetOffTheFence...,US,"Lewiston, ID","[[[-117.046429, 46.361653], [-116.912409, 46.361653], [-116.912409, 46.436879], [-117.046429, 46.436879]]]",darbus69,14913,377,16256,902,7,...any white sand beach,Thu May 02 01:54:00 +0000 2019,
@BearLair4 Maybe one day too soon... I'm so pissed off today at #Congress and #housejudiciary cowards.,US,"Burbank, CA","[[[-118.37032, 34.1426298], [-118.2799703, 34.1426298], [-118.2799703, 34.2216898], [-118.37032, 34.2216898]]]",The_B_Company,14150,4559,18346,4855,237,Southern California,Thu May 02 01:04:00 +0000 2019,
"#Gadchiroli naxal attack -
#Congress,  #NCP seeks CM Devendra Fadnavis's resignation  @DeccanHerald #Maharashtra",IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",mrityunjaybose,81,2195,5699,2938,9,"Mumbai,  India",Thu May 02 00:47:02 +0000 2019,
"Barr #AG @TheJusticeDept calls Mueller's letter 'a bit snitty,' but won't give Senate the notes from their phone call #Congress https://t.co/INr56b5DFC https://t.co/Ac2qgbl2cE #DONews https://t.co/VlKxyDipYo @GOP #USA @TheDemocrats @USAgov #TrumpRussia @senatemajldr @SenSchumer",US,"New York, NY","[[[-74.255641, 40.495865], [-73.699793, 40.495865], [-73.699793, 40.91533], [-74.255641, 40.91533]]]",CIMAGES,238,630,157535,1731,69,"City Island, New York City, NY",Thu May 02 00:37:39 +0000 2019,
"WATCH: Blumenthal says history will judge Barr 'harshly' as Mueller repo... https://t.co/sJyGly3ZwL via @YouTube

#Congress #ImpeachTrump",GU,"Adacao, GU","[[[144.832882, 13.46106], [144.8570821, 13.46106], [144.8570821, 13.4996104], [144.832882, 13.4996104]]]",ritafebamba,194,0,115,7,0,"Wilson, New York",Thu May 02 00:08:38 +0000 2019,
An opponent of #cannabis #legalization from @Walgreens testified that #Vets do not face any problems from the #VA when it comes to cannabis but #congress members disagreed and said that even they have friends that do face issues. They said she should go google it. #WeAreWinning https://t.co/8cvXJNIKmL,US,"Washington, DC","[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]",RachelRamone,1863,447,1839,1081,22,Boston OriginallyfromSouthie ,Wed May 01 23:55:18 +0000 2019,
@katiet121 This is the worst congress this country ever had! #Congress #evil,US,"Pennsylvania, USA","[[[-80.519851, 39.719801], [-74.689517, 39.719801], [-74.689517, 42.516072], [-80.519851, 42.516072]]]",nitespiritPA,4067,74,3745,168,1,"Pennsylvania, USA",Wed May 01 23:39:55 +0000 2019,
"#breakingnews

#AGBARR just indicted self for #perjory after lying to congress

#WilliamBarr #Congress #fakenews lol https://t.co/GogkQewqNo",US,"North Bergen, NJ","[[[-74.057043, 40.757384], [-73.991972, 40.757384], [-73.991972, 40.823639], [-74.057043, 40.823639]]]",waltfrasier,51942,8389,33595,5096,125,NYC,Wed May 01 23:30:03 +0000 2019,
"Sen. Kamala Harris grills Barr on White House contacts https://t.co/zXGs6vMoUa via @YouTube

#Congress #ImpeachTrump",GU,"Adacao, GU","[[[144.832882, 13.46106], [144.8570821, 13.46106], [144.8570821, 13.4996104], [144.832882, 13.4996104]]]",ritafebamba,194,0,115,7,0,"Wilson, New York",Wed May 01 23:10:21 +0000 2019,
"Sen. Hirono to Attorney General: ""You knew you lied and now we know."" (C... https://t.co/SrixIpkgpz via @YouTube

#Congress #ImpeachTrump",GU,"Adacao, GU","[[[144.832882, 13.46106], [144.8570821, 13.46106], [144.8570821, 13.4996104], [144.832882, 13.4996104]]]",ritafebamba,194,0,115,7,0,"Wilson, New York",Wed May 01 22:52:57 +0000 2019,
"As a mother of two, I've been played before! #Barr, #Trump &amp; GOP are playing  the #Congress! Their playing the 'I didn't do it game', the 'don't ask me, I don't know', the 'mom, they/he did it' or 'mom, she lieing not me'! It's all the miss-direction game!*** https://t.co/cR48zpSk9f",US,"Georgia, USA","[[[-85.605166, 30.355644], [-80.742567, 30.355644], [-80.742567, 35.000771], [-85.605166, 35.000771]]]",ExrjmcCarr,9636,2787,18159,5005,205,"Fayetteville, Georgia",Wed May 01 22:50:45 +0000 2019,
"pledged to #subpoena #Barr should he refuse to testify. If Barr ignores the subpoena, as several Trump administration officials have done, #Democrats on the committee have indicated that they will move to hold the AG in #contempt of #Congress.”

#ArrestHisAss!  #FNC @CNN @MSNBC",US,"Eugene, OR","[[[-123.208615, 43.988281], [-123.0361879, 43.988281], [-123.0361879, 44.142961], [-123.208615, 44.142961]]]",Kegan05,307939,15377,410182,14657,482,NorthWest USA,Wed May 01 22:24:06 +0000 2019,
"@CNN Haha, #USAG is awesome, standing up to #Scammers in #Congress who’ve been pushing a #FalseNarrative for 3 yrs. The party is over clowns.. same for the #FakeNews media who’ve been colluding w/#DNC to propagate #FalseOp on #America",US,John Carter Brown Library - Brown University,"[[[-71.402919, 41.8255415931344], [-71.402919, 41.8255415931344], [-71.402919, 41.8255415931344], [-71.402919, 41.8255415931344]]]",J_Styborski,19454,460,54402,821,56,"Bronx, NY",Wed May 01 22:03:07 +0000 2019,
"ACCUSED of lying? Because it seems clear he straight up LIED to #Congress #WilliamBarr
#SenatorHirono Senator accuses William Barr of lying to Congress - CNN Video https://t.co/YP3rITiVJz",US,"San Antonio, TX","[[[-98.778559, 29.141956], [-98.302744, 29.141956], [-98.302744, 29.693046], [-98.778559, 29.693046]]]",portarican_RT,5666,175,3299,237,0,"San Antonio, TX",Wed May 01 21:53:18 +0000 2019,
"Hey #congress, can we just hear from #Mueller and, until then, all of you stfu?! Sincerely, An #Independent sick of the political partisan circus",US,"Abita Springs, LA","[[[-90.091235, 30.434532], [-90.0194387, 30.434532], [-90.0194387, 30.504184], [-90.091235, 30.504184]]]",Dbl_D_Leigh,1881,397,2948,1474,8,"Covington, LA",Wed May 01 21:10:05 +0000 2019,
"Financial Crisis of 2007 begain when #FederalReserve aloud interest rates to hit 18% in 1981. #Congress then pressured Banks &amp; Lenders to make creative loans to those who could not pay. 
Banks hid loses in loan bundles called MBS &amp; CDO securities.",US,"Georgia, USA","[[[-85.605166, 30.355644], [-80.742567, 30.355644], [-80.742567, 35.000771], [-85.605166, 35.000771]]]",zanderkon,457,34,1535,159,19,,Wed May 01 20:03:33 +0000 2019,
"@realDonaldTrump You #Moron......#PresidentObama put sanctions on #Russia
and its' #Cronies, which were same #Sanctions that 
Putin &amp; his cronies lobbied you guys to take off

In fact, #Congress had to pass a law where you couldn't just
away #RussianSanctions.

#STOP YOUR 
#LYING Donald!! https://t.co/MKu6h3SXkE",US,"Milwaukee, WI","[[[-88.070827, 42.920822], [-87.863758, 42.920822], [-87.863758, 43.1926225], [-88.070827, 43.1926225]]]",LetHumanismRing,6651,2195,968780,1182,1377,Eppur si muove-Keith Law,Wed May 01 19:56:23 +0000 2019,
Everyone must have a glance on it #arvindkejriiwal #AtishiForEastDelhi #aap #Congress #RahulGandhi #IndianElections2019 https://t.co/2zFM5izM9R,IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",NadeemA69194447,131,12,85,233,0,"New Delhi, India",Wed May 01 19:50:04 +0000 2019,
@bhklipa Mueller wanted #CONGRESS to decide on all issues.  Not #BillBarr.,US,"Eugene, OR","[[[-123.208615, 43.988281], [-123.0361879, 43.988281], [-123.0361879, 44.142961], [-123.208615, 44.142961]]]",Kegan05,307939,15377,410182,14657,482,NorthWest USA,Wed May 01 19:18:53 +0000 2019,
"#ThankYouMrMueller 
@RepJerryNadler says #Mueller agreed to testify to #Congress
#BarrLied
#BarrHearing
#NoOneIsAboveTheLaw 
Including #Barr &amp; his buddy @realDonaldTrump
The sooner they are Out, the better off America will be
Worst #POTUS &amp; @GOP in History
https://t.co/BoMJb8n8fs",US,"Sarasota, FL","[[[-82.588866, 27.293114], [-82.477281, 27.293114], [-82.477281, 27.389129], [-82.588866, 27.389129]]]",LynnCatWalters,15808,20344,271086,22382,740,Sarasota~Michigan~Chicago,Wed May 01 19:17:59 +0000 2019,
@AG lied to #congress this should resign. #CrookBarr,US,"Boynton Beach, FL","[[[-80.173447, 26.476484], [-80.05236, 26.476484], [-80.05236, 26.5904875], [-80.173447, 26.5904875]]]",Condorcaliche,782,15,4345,122,4,,Wed May 01 18:39:32 +0000 2019,
"***This is the #Congress, not a court (an important fact)!! Their over site is different, a crime does not need to be proved!! #Trumps behavior has been proved over an over to be inappropriate &amp; full of misdemeanors...as the #Constitution states #Impeach! https://t.co/XhQFdGF5GM",US,"Georgia, USA","[[[-85.605166, 30.355644], [-80.742567, 30.355644], [-80.742567, 35.000771], [-85.605166, 35.000771]]]",ExrjmcCarr,9636,2787,18159,5005,205,"Fayetteville, Georgia",Wed May 01 18:39:10 +0000 2019,
"#ElectionCommission bars #Surat #Congress chief Babubhai Rayka for 72 hours from tomorrow till 5th May. Addressing party workers &amp; voters on 11th April Rayka had used intemperate &amp; abusive language. #ElectionCommissionOfIndia
reprimands him for transgressing the limits of decency https://t.co/jbkXx8PRRa",IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",anupamjourno,3597,252,4027,2050,4,"New Delhi, India",Wed May 01 18:15:29 +0000 2019,
#ElectionCommission issues notice to #Congress president #RahulGandhi over his remarks at a rally in #Shahdol #MadhyaPradesh on 23rd April #NarendraModi #Govt had enacted a law that allows Tribals to be shot dead #ElectionCommissionOfIndia https://t.co/2ixT7Deq2T,IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",anupamjourno,3597,252,4027,2050,4,"New Delhi, India",Wed May 01 18:05:37 +0000 2019,
I would sooner believe a 5 year old than a member of Congress. #Congress,US,"Corpus Christi, TX","[[[-97.662618, 27.578509], [-97.202232, 27.578509], [-97.202232, 27.895793], [-97.662618, 27.895793]]]",gbrandonc,7104,1329,10804,996,71,"Corpus Christi, TX",Wed May 01 17:53:49 +0000 2019,
@dr_jpl @realDonaldTrump There are laws governing the full release to the public. Everyone knows it. So let’s stop.  Why aren’t your #Congress people going and looking?,US,"Albuquerque, NM","[[[-106.7916912, 35.0158912], [-106.473745, 35.0158912], [-106.473745, 35.218114], [-106.7916912, 35.218114]]]",NMRedMenace,8314,1366,23264,909,39,"Albuquerque, New Mexico",Wed May 01 17:08:37 +0000 2019,
@dr_jpl @realDonaldTrump So the fully redacted version is available to #Congress. Do you know how many #Democrats have read it? https://t.co/Vs3MGjXAWJ,US,"Albuquerque, NM","[[[-106.7916912, 35.0158912], [-106.473745, 35.0158912], [-106.473745, 35.218114], [-106.7916912, 35.218114]]]",NMRedMenace,8314,1366,23264,909,39,"Albuquerque, New Mexico",Wed May 01 16:57:24 +0000 2019,
I don’t think #Barr will #resign #congress @SpeakerPelosi need to do her job and #impeachBarr and then #ImpeachTrumpNow https://t.co/c80dxgXjrr,US,"Brooklyn, NY","[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]]",humbertorosero,1796,394,4903,1114,55,NYC,Wed May 01 16:25:42 +0000 2019,
Backops: The company that has landed Rahul Gandhi in trouble https://t.co/M086xJ3r1M #Backops #British #Congress #RahulGandhi via @rightlog_in,IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",TrevorIndia,319,33,8921,136,0,"Mumbai, India",Wed May 01 16:17:23 +0000 2019,
If government in office cannot take credit for anything as per opposition parties then what rights #congress has to claim credit of independence movement #ModiCrushesPak #CongressMuktBharat,IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",_VaibhavKapoor,1082,106,2324,150,4,"Delhi, India",Wed May 01 16:08:44 +0000 2019,
"1. #MuellerLetter to #AGBarr.#Mueller clearly wants more #MuellerReport documents to be released to #Congress &amp; the American People, to end the public confusion created by Barr. An appropriate letter to juxtapose #BillBarr lying non-stop at the Senate Intelligence Hearings today. https://t.co/W3SDxihGKv",CA,"Vancouver, British Columbia","[[[-123.224215, 49.19854], [-123.022947, 49.19854], [-123.022947, 49.316738], [-123.224215, 49.316738]]]",MissMyrtle2,73682,14538,76925,14406,258,"Vancouver, British Columbia is located on the traditional, ancestral & unceded territory of the Musqueam, Squamish & Tsleil-Waututh peoples.",Wed May 01 15:54:45 +0000 2019,
#Whitehoude #Mueller did not leave it to #Barr to conclude anything #Congress was left to do the concluding.  #BarrLied #ImpeachBarr #BarrHearing,US,"Indianapolis, IN","[[[-86.348441, 39.631677], [-85.937404, 39.631677], [-85.937404, 39.927448], [-86.348441, 39.927448]]]",fzmichael,5271,1387,19164,1834,8,"Indianapolis, IN",Wed May 01 15:50:12 +0000 2019,
I find it reprehensible #mueller has not been given the opportunity to testify before #congress. The taxpayers paid for this report! We must have the opportunity to Q&amp;A with #SpecialCounsel report! We need transparency! Call your reps and demand a hearing! #MuellerReport,US,"Monrovia, CA","[[[-118.023461, 34.099706], [-117.9753567, 34.099706], [-117.9753567, 34.178637], [-118.023461, 34.178637]]]",MTravanti208,9075,445,4465,1359,17,Monrovia ,Wed May 01 15:17:20 +0000 2019,
"India has a strong govt. under PM #Modi
But a hopeless opposition in the form of #Congress 
#MasoodAzhar https://t.co/EE2QunanLn",IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",niteshplatinum,46960,804,17368,917,18,Bombay,Wed May 01 15:12:32 +0000 2019,
#ElectionCommission issues #notice to #Congress leader &amp; #Punjab #Minister @sherryontopp fr his remrks agnst #PMNarendraModi at a rally during #LokSabhaElections2019 campaign at #Ahmedabad #Gujarat on 17th April. He hs bn askd 2 reply by 6 PM tomorrow. #ElectionCommissionOfIndia https://t.co/MfYHEwKP5E,IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",anupamjourno,3597,252,4027,2050,4,"New Delhi, India",Wed May 01 14:44:55 +0000 2019,
"#Congress in 2019:
1. We will Bring #NYAYScheme
2. Will Create Jobs , 6% #GDP for Education
3. Will bring Right to Health Care
4. Separate #BudgetforKisan

#BJP IN 2019:
1. Is #Rahul Brahmin?
2. What is Rahul's Gotra?
3. Rahul is a #BritishCitizen
4. has Rahul ""CASTED"" his vote?",IN,"Noida, India","[[[77.302126, 28.443981], [77.695326, 28.443981], [77.695326, 28.647131], [77.302126, 28.647131]]]",06_ratnesh,2307,4309,2843,1862,7,Noida Delhi,Wed May 01 14:44:11 +0000 2019,
