tweet,country_code,geo_location,bounding_box,screen_name,favourites_count,followers_count,statuses_count,friends_count,listed_count,user_described_location,created_at,utc_offset
"Voted for the first avenger of godhra.
#AayegaToModiHi #Vote4Modi #VoteBecauseYouCan #BJP #Vote4BJP https://t.co/ah9GLUx5vm",IN,"Kanpur, India","[[[80.125067, 26.177178], [80.567058, 26.177178], [80.567058, 26.63457], [80.125067, 26.63457]]]",GossipMonger03,7489,105,4385,368,0,"Kanpur, India",Mon Apr 29 03:15:51 +0000 2019,
"See @_YogendraYadav ‘s Priceless Expressions in #TheBigFight, when #BJP's #VivekReddy says Farmer's income has gone up by 50% in last Five Years..
https://t.co/Q5xdJO9MgY 

All d Bst!
B Sporty Happy..
जय हिन्द!🇮🇳
#HappyYadav",IN,HUDCO Place,"[[[77.22660267649975, 28.560634380575348], [77.22660267649975, 28.560634380575348], [77.22660267649975, 28.560634380575348], [77.22660267649975, 28.560634380575348]]]",anupamyad,12046,71,4011,147,0,"HUDCO PLACE, NEW DELHI",Mon Apr 29 03:09:33 +0000 2019,
"@AdityaRajKaul @gautamgambhir97 @GautamGambhir for sure, cause we know his passion to serve country !
Whereas @AtishiAAP ,She wants to vote goon but instead #BJP ,that's the ideology of her and her party!
Name changing games for vote banks weren't so well taken by voters! #GambhirforEastDelhi",IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",iamshivambhati,9096,413,4492,191,0,"New Delhi, India",Mon Apr 29 02:25:20 +0000 2019,
"If it would have been in India &amp; that too by #BJP Government what would have been situation ,imagine for a while https://t.co/hjniji4JZF",IN,"Guwahati, India","[[[90.939097, 25.722728], [92.180418, 25.722728], [92.180418, 26.796614], [90.939097, 26.796614]]]",sarmah_bedanta,3637,384,3984,285,3,"Guwahati,Assam,India",Mon Apr 29 01:18:12 +0000 2019,
"#BJP's Lok Sabha candidate from #Gurdaspur seat #SunnyDeol calls on Prime Minister #NarendraModi in #NewDelhi, on Sunday. 📸 Photo: BJP ⚡️#ElectionsWithBN | #SunnyDeolJoinsBJP #LokSabhaElections2019 RT@BengalNewzLife @BengalNewz https://t.co/WYHKa1c1EJ",IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",BengalNewzIndia,10859,2275,18303,15,21,Kolkata and New Delhi,Sun Apr 28 19:59:56 +0000 2019,
"Dear Mumbaikars

Please watch this video.

#EVM &amp; #VVPAT Live Demo.

#VoteKar #VoteForIndia #VoteKarMumbai #VoteforArvindSawant 
#ArvindSawant 
#ShivSena #BJP #RPI
@AGSawant 
@Rajput_Ramesh @nileshsamel @AnaghaAcharya @ShivSena @BJP4India https://t.co/EEBM0MSC0w",IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",AmitBhadricha,33232,7190,59417,2809,64,"Mumbai, India",Sun Apr 28 19:29:24 +0000 2019,
@thewirehindi @iGAURAVkDIXIT @INCIndia my sincere heartfelt pain for a diminuting #BJP in #MadhyaPradesh,IN,"Madhya Pradesh, India","[[[74.030686, 21.073255], [82.809772, 21.073255], [82.809772, 26.868535], [74.030686, 26.868535]]]",drnitinchaube,2768,210,7353,285,0,"Singrauli, MP, India",Sun Apr 28 19:07:33 +0000 2019,
Vote for #BJP @narendramodi @PMOIndia🙏✊ https://t.co/uTc1EWbZP2,IN,"Pali, India","[[[72.7777352, 25.3887171], [73.5233742, 25.3887171], [73.5233742, 26.0857622], [72.7777352, 26.0857622]]]",TheGopisharma,1401,2803,348,2899,0,"rajasthan , India",Sun Apr 28 18:48:08 +0000 2019,
"Based on what @AmitShah and other #BJP campaigners have been talking despite repeated warnings by the @ECISVEEP only iterates the power of Election commission
#Elections2019",IN,"Rajendra Nagar, India","[[[78.233173, 17.2371055], [78.5373982, 17.2371055], [78.5373982, 17.5529688], [78.233173, 17.5529688]]]",sidmadireddy,40,141,4305,94,4,"Hyderabad, India",Sun Apr 28 18:14:38 +0000 2019,
"@RajThackeray with videos, numbers and his excellent oratory skills, trying to kill #BJP votes wherever he is going, this one was in #nasik. If only #congress had done their prachar like this, they would be inching towards a majority on their own #RajThackeray #RajThackrey #MNS https://t.co/RHcfMJSUfj",IN,"Shivaji Nagar (Nasik), Nashik","[[[73.807497, 19.970444], [73.818378, 19.970444], [73.818378, 19.989648], [73.807497, 19.989648]]]",rspeaks5,3411,79,903,386,2,All over !,Sun Apr 28 18:03:07 +0000 2019,
"#ModiWaveElection It is a tough election for #BJP this time as it has lost as many partners eg: #TDP etc as it gained &amp; two d inevitable anti-incumbency factor, whatever b our performance &amp; 3 d regrouping of anti-@Modi forces, on a do or die basis bcos of ther bleak future. So?",IN,"Tirupati, India","[[[78.953042, 13.398251], [79.569053, 13.398251], [79.569053, 13.794922], [78.953042, 13.794922]]]",AtthiDevarajan,3447,456,5090,810,0,"Tirupati, India",Sun Apr 28 18:02:14 +0000 2019,
"@deepanjan_dr @KailashOnline @narendramodi @Jayantasengoptu @anup071254 @chakrab72364664 @ali_oajed @Avixavarian5 @parthagee @Truth_of_WB @BanglaPokkho @BJP4India What about this @KailashOnline ji?
Why #BJP &amp; #ISI are working together?
Why #Modi visited #Pakistan (even without invitation) b4 #Pathankot?
Why #ImranKhan wants #Modi as #PM of #India? https://t.co/bmalnzFPXs",IN,"Kolkata, India","[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]",KOLLEO,25387,2955,28445,729,25,"Kolkata,India.",Sun Apr 28 18:01:29 +0000 2019,
"@narendramodi 
Was in village for voting #BJP, went to sisters house, asked her whom do u vote this time, said voting for #Modi, her life has become easy, Modi gave her cooking gas, says she got stove, lighter, small knife, cylinder for Rs.36/- rupees 
Congress never cares poor",IN,"Bengaluru South, India","[[[77.3305776, 12.731936], [77.7863188, 12.731936], [77.7863188, 13.1142933], [77.3305776, 13.1142933]]]",IMSHREESHAIL,23013,164,9357,482,6,"Koramangala, Bengaluru South",Sun Apr 28 17:35:48 +0000 2019,
"The #BJP candidate for the Gauhati Lok Sabha (LS) constituency, @oja_queen , stood first among her rivals when it came to the amount of money she spent on her election campaign. 

#LokSabhaElections2019
#Assam @ceo_assam
@bobbeeta @INCAssam
https://t.co/Fma1ysGdeJ",IN,"Guwahati, India","[[[90.939097, 25.722728], [92.180418, 25.722728], [92.180418, 26.796614], [90.939097, 26.796614]]]",guwahatiplus,770,11965,23308,111,89,Guwahati,Sun Apr 28 17:08:56 +0000 2019,
"Temples just not a #BJP domain.. In #Chhindwara this 101.8-foot Hanuman statue is among the tallest Lord Hanuman statues in the country, and is built by Congress leader and Madhya Pradesh CM @OfficeOfKNath ! 

#ElectionDiaries #Phase4 #Chhindwara #LokSabhaElections2019 https://t.co/ys4cH7UyRn",IN,"Chhindwara, India","[[[78.686355, 21.764712], [79.152753, 21.764712], [79.152753, 22.196394], [78.686355, 22.196394]]]",aishvaryjain,635,353,3307,860,15,"New Delhi, India",Sun Apr 28 16:43:59 +0000 2019,
"On d Eve of#4th phase Election, I humble apple to voters, come out their homes &amp; cast your valuables votes in huse numbers against this fastics forces, those are regularly trying to damage d secular fabrics of our country.#BJP is promoting #Sadhive Pragya. #BJP_भगाओ_देश_बचाओ",IN,"Haveli, India","[[[73.6246953, 18.2801029], [74.1954594, 18.2801029], [74.1954594, 18.7362196], [73.6246953, 18.7362196]]]",nizamkhangmail3,882,4,414,54,0,"Pune, India",Sun Apr 28 15:25:29 +0000 2019,
"@Dhrubo6209 @wolverinion @manoj25121974 @derekobrienmp He is right @Dhrubo6209 , from #Bengal #BJP will get only 1seat. 😂",IN,"Kolkata, India","[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]",KOLLEO,25387,2955,28445,729,25,"Kolkata,India.",Sun Apr 28 15:06:43 +0000 2019,
"@Chandrabosebjp In #UttarPradesh #BJP leaders including relative of #rajnathSingh are involved in gang #Rape + #Murder &amp; #uppolice is not even taking FIR from victim's family.
#ModiHaiToVikasHai 👎
#ModiMehangaPada 
#LokSabhaElections2019
#pradhanmantrihisabdo
Link: https://t.co/NeAd31F7ZJ",IN,"Kolkata, India","[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]",KOLLEO,25387,2955,28445,729,25,"Kolkata,India.",Sun Apr 28 14:45:16 +0000 2019,
"@BJP4India #BJP से पूरा उत्तर प्रदेश डरता है।
देखिए:
In #UttarPradesh #BJP leaders including relative of #rajnathSingh are involved in gang #Rape + #Murder &amp; #uppolice is not even taking FIR from victim's family.
#ModiHaiToVikasHai 👎
#ModiMehangaPada
Link: https://t.co/NeAd31F7ZJ",IN,"Kolkata, India","[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]",KOLLEO,25387,2955,28445,729,25,"Kolkata,India.",Sun Apr 28 14:43:14 +0000 2019,
"@BJP4India Maa is coming to destroy Demon.
#ModiMehangaPada

In #UttarPradesh (#UP) #BJP leaders including relative of Center Home Minister #RajnathSingh are involved in gang #Rape + #Murder &amp; #uppolice is not even taking FIR from victim's family.
Link: https://t.co/NeAd31F7ZJ",IN,"Kolkata, India","[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]",KOLLEO,25387,2955,28445,729,25,"Kolkata,India.",Sun Apr 28 14:00:59 +0000 2019,
"@MaheshNBhatt #Maa is coming to destroy #Demon 

#VoteforAITC
#MamataForPM 

In #UttarPradesh (#UP) #BJP leaders including relative of Center Home Minister #RajnathSingh are involved in gang #Rape + #Murder &amp; #uppolice is not even taking FIR from victim's family.
Link: https://t.co/NeAd31F7ZJ",IN,"Kolkata, India","[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]",KOLLEO,25387,2955,28445,729,25,"Kolkata,India.",Sun Apr 28 13:53:32 +0000 2019,
"@AITCofficial Maa is coming to destroy Demon.
#VoteforAITC
#MamataForPM 
In #UttarPradesh (#UP) #BJP leaders including relative of Center Home Minister #RajnathSingh are involved in gang #Rape + #Murder &amp; #uppolice is not even taking FIR from victim's family.
Link: https://t.co/NeAd31F7ZJ",IN,"Kolkata, India","[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]",KOLLEO,25387,2955,28445,729,25,"Kolkata,India.",Sun Apr 28 13:51:07 +0000 2019,
@IndiaToday Criminals those are the real morrons who voted ur Balatkaari jamaat party #BJP,,"Baramula, Jammu And Kashmir","[[[74.1197462, 33.5245947], [75.3528621, 33.5245947], [75.3528621, 34.8296726], [74.1197462, 34.8296726]]]",mukhtarking7143,1535,14,138,409,0,"Baramula, Jammu And Kashmir",Sun Apr 28 13:40:46 +0000 2019,
Horrible #BJP #ChowkidarChorHai https://t.co/4OKk8vzZdJ,IN,"Trivandrum, India","[[[76.7996471, 8.3860508], [77.0429796, 8.3860508], [77.0429796, 8.6724215], [76.7996471, 8.6724215]]]",Fajarpunathil,290,7,287,17,0,"Kerala, India",Sun Apr 28 13:28:41 +0000 2019,
Horrible #BJP #ChowkidarHiChorHai https://t.co/Mf2X3E9akf,IN,"Trivandrum, India","[[[76.7996471, 8.3860508], [77.0429796, 8.3860508], [77.0429796, 8.6724215], [76.7996471, 8.6724215]]]",Fajarpunathil,290,7,287,17,0,"Kerala, India",Sun Apr 28 13:26:54 +0000 2019,
"@timesofindia Mp will sweep #bjp for sure 
#BJP_भगाओ_देश_बचाओ",GR,"Alexandroupoli, Greece","[[[25.6188954, 40.8317386], [26.0637476, 40.8317386], [26.0637476, 41.1105721], [25.6188954, 41.1105721]]]",VirendrasingR,18709,84,2341,146,0,"Alexandroupoli, Greece",Sun Apr 28 12:51:48 +0000 2019,
@ArunSFan #bjp is made of fake people hence fake news,GR,"Alexandroupoli, Greece","[[[25.6188954, 40.8317386], [26.0637476, 40.8317386], [26.0637476, 41.1105721], [25.6188954, 41.1105721]]]",VirendrasingR,18709,84,2341,146,0,"Alexandroupoli, Greece",Sun Apr 28 12:48:48 +0000 2019,
"@AvijitSinha5 @shivendushekhar @yusufiosys @AjuMaaza @priyapyadav18 @maqbool_sm @sanjayuvacha @kirti_sd @Subytweets @m_ishaque3 @Nir0909 @nileshg6838 @NembuKol @itsmkyadav @TumhariN @foroneindia @ManojM66 @rajeshwarbal1 @VazeIndian @ShamilManzor @anup071254 @KPadmaRani1 @twilightfairy @aayeff1 @INCTharoorian @RanjitOne @watdehel @joBeeGeorgeous @Shudraism @scrapravi @Bachhawat1957 @EmpoweringGoa @SatanicJumlas @sibtehasan20 @Samyuktha1908 @scroll_in @BJPBengal @Tapan_999 @amitbehere @DickDarryl @tarun_k_trivedi @deepanjan_dr @chakrab72364664 @S_k_chaudhary @Avixavarian5 @bhaskarsen11 @Jayantasengoptu @mcavoyed2 @NaharDhiraj @YourGalNeha Few more reasons why patriotic #Indian wl not #Vote4BJP 
➡️ #HemantKarkare 
➡️ #Modi s love for #Pakistan &amp; its sponsors
➡️ #Demonetisation #Scam 
➡️ After doing criminal activities leaders joining #BJP to get clean cheat
Watch it⬇️
https://t.co/aX3iA3vSql https://t.co/zQL1RlVLCO",IN,"Kolkata, India","[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]",KOLLEO,25387,2955,28445,729,25,"Kolkata,India.",Sun Apr 28 12:41:53 +0000 2019,
"@BJP4India In #YogiAdityanath 's #UttarPradesh (#UP) #BJP leaders including relative of Center Home Minister Sri #RajnathSingh are involved in gang #Rape + #Murder &amp; #uppolice is not even taking FIR from victim's family.
#ModiHaiToMumkinHai 

Link: https://t.co/NeAd31F7ZJ",IN,"Kolkata, India","[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]",KOLLEO,25387,2955,28445,729,25,"Kolkata,India.",Sun Apr 28 12:02:53 +0000 2019,
"@iamsunnydeol #SunnyDeol sir Met #PM @narendramodi Today he will visit #GoldenTemple before filing his nomination tomorrow
#BJP #NarendraModi 
@BJP4India @BJP4Punjab @TarunRathi9898 @iamdeepsidhu @ActionKingAgain @TeamDeol 
 @DrKirodilalBJP @KailashBaytu @AnjulSirohi37 @TheDeols https://t.co/JDSpe7e0KV",IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",buntybdsg,1206,107,414,117,0,"Mumbai, India",Sun Apr 28 11:16:15 +0000 2019,
"Allthough i am a supporter of @Dev_Fadnavis &amp; #BJP , and will vote for them again in 2019, but i say , devendra ji ur promise of 'TOLL FREE MAHARASHTRA' was a jumla or will it b a reality. 
Pay the toll concessinaire thier due and remove thier toll nakas &amp; its harassment.Request. https://t.co/3fuSIPSdvC",IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",its_ajay_tweet,91,167,209,265,1,H¡🇮🇳Ndustan ,Sun Apr 28 11:09:36 +0000 2019,
"Action King #SunnyDeol paaji in Ajmer, Rajasthan campaigning for #BJP candidate #BhagirathChoudhary ji Lots of love you @iamsunnydeol paaji #PhirEkBaarModiSarkar #LoksabhaElections2019 #ModiAaneWalaHai #ModiAgain @BJP4India @narendramodi @PMOIndia @Suniel9 https://t.co/C1oxr9du0P https://t.co/YCXDRCIThj",IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",buntybdsg,1206,107,414,117,0,"Mumbai, India",Sun Apr 28 11:09:15 +0000 2019,
"Bollywood has been tactfully used by congress govt to release movies propogating a thought that Indian should not take proud on being Indians. Give it a thought guys before you vote tomorrow 
#AayegaToModiHi 
#2019Elections 
#VoteKar 
#Congress 
#BJP 
#AbkiBaarKiskiSarkar 
#Namo https://t.co/GjliJBQhma",IN,"Guwahati, India","[[[90.939097, 25.722728], [92.180418, 25.722728], [92.180418, 26.796614], [90.939097, 26.796614]]]",parveengoyal,23,36,411,40,0,Guwahati,Sun Apr 28 10:54:12 +0000 2019,
Want to ask these #politicians just one question- 'Kaam karna hai ya phir sirf dikhaana hai ki tum kaam Kar rahe ho?' (Do you really want to work or just want to show off to the world that you are working?)  #LokSabhaElections2019 #IndiaElects #ElectionsWithTimes #BJP #Congress https://t.co/F2aohToKyr,NL,"Delft, Nederland","[[[4.3202114, 51.9663664], [4.407964, 51.9663664], [4.407964, 52.032543], [4.3202114, 52.032543]]]",Daamanbarara,1177,72,775,573,9,"Delft, Nederland",Sun Apr 28 10:18:50 +0000 2019,
#AskSushantSinha after 5 years MP have to ask vote on the name of @narendramodi ji ! Modiji is best but dont you think the MP's must also work and ask vote on their credibility ? Rajsthan #BJP seems mess need a strong reshuffle #amitshah,IN,"Jaipur, India","[[[75.4979969, 26.800561], [75.9970446, 26.800561], [75.9970446, 27.0188054], [75.4979969, 27.0188054]]]",abhirao,3070,1432,1814,664,1,"Rajasthan, India",Sun Apr 28 09:51:57 +0000 2019,
"Mustafa Game on Android Download. #awesome #gaming #mustafa #cadillacsanddinasaurs  #childhood #90s #90skids #voting #bjp 
#india #delhi #sunday 

This childhood game will make you feel nostalgic

https://t.co/5owtG6LhUE",US,"New York, NY","[[[-74.255641, 40.495865], [-73.699793, 40.495865], [-73.699793, 40.91533], [-74.255641, 40.91533]]]",ishantnayyar,20,233,481,10,7,"Milan, Lombardy",Sun Apr 28 09:25:22 +0000 2019,
I think #SunnyDeol should use this as his electoral sign. His chance of winning election will be very high then. #ModiWaveElection #BJP #SunnyDeolJoinsBJP https://t.co/zZ7FsSgOP5,NP,Nepal,"[[[80.0633414, 26.3483092], [88.2026997, 26.3483092], [88.2026997, 30.4333897], [80.0633414, 30.4333897]]]",ankitkhadgi,5767,112,506,260,0,Nepal,Sun Apr 28 09:05:28 +0000 2019,
"#FAKENEWS is the main weapon of #BJP and pliable #ElectionCommissionOfIndia can't see these things.
@ECISVEEP https://t.co/trxIfUDXlS",IN,"Kolkata, India","[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]",tmcforindia,15994,2590,13057,210,0,"Kolkata, India",Sun Apr 28 08:57:43 +0000 2019,
"The BJP thinks that Hindus from #Pakistan are their vote bank, say locals, adding that the #BJP has nothing in its manifesto for the community. #Congress, on the other hand, has promised education, electricity and jobs for Pakistani Hindus. https://t.co/MMYAWVaRGK",IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",suniltg2,383,800,452,1318,6,"Kerala, India..09846418036",Sun Apr 28 08:42:34 +0000 2019,
This #meme has made by some off the nation lovers... so I m asking the people who is supporting #BJP do you have any #answers over this..?? @akshaykumar @Bhuvan_Bam @sourav05_sourav @narendramodi @TheEconomist @News18India @aajtak @Ranbir27475150 @CarryMinati @sundarpichai https://t.co/BZMMhb0zhO,IN,"Jamshedpur, India","[[[86.067565, 22.212044], [86.893547, 22.212044], [86.893547, 23.015979], [86.067565, 23.015979]]]",ayushnag38,226,15,62,89,0,"Jharkhand, India",Sun Apr 28 08:16:38 +0000 2019,
@republic #BJP plus its #Bhakts &amp; #GodiMedia are suffering with #MamataPhobia,IN,"Kolkata, India","[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]",KOLLEO,25387,2955,28445,729,25,"Kolkata,India.",Sun Apr 28 08:15:20 +0000 2019,
"Vote with your full family. For a family called India. 
#Eachvotecounts #VoteForIndia #bjp #narendramodi https://t.co/VQJCKZ2ph1",IN,"Panvel, India","[[[72.946773, 18.807586], [73.280893, 18.807586], [73.280893, 19.126016], [72.946773, 19.126016]]]",hemant_parida,1596,347,123,2029,1,"Navi Mumbai, India",Sun Apr 28 08:04:03 +0000 2019,
"Congress is ready to do anything to do to win the elections and they are also prepared to go-to HINDU TEMPLES
#BJP #NaMoForNewIndia #NamoAgain #NaMoAgain2019 #hindimeme #Bollywood https://t.co/7LaUWqotaa",IN,"Hyderabad, India","[[[78.3897718, 17.3013989], [78.5404168, 17.3013989], [78.5404168, 17.4759], [78.3897718, 17.4759]]]",NPrafful,663,14,108,108,0,"srt 300, rtc x roads",Sun Apr 28 07:56:52 +0000 2019,
"@zainabsikander
There is no difference in #scams and #ReligiousHate between #BJP &amp; #Congress .

Remember #BabriMasjid demolished by #Bhakts during the rule of #Congress .

@BJP4India &amp; @INCIndia r just 2 sides of 1 coin.

@derekobrienmp @mcavoyed2 @CyclicSoul @GargaC @parthagee https://t.co/NL6cFcZZiL",IN,"Kolkata, India","[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]",KOLLEO,25387,2955,28445,729,25,"Kolkata,India.",Sun Apr 28 07:44:17 +0000 2019,
"#BJP &amp; #Modi now suffering from #MamataPhobia so repeatedly they're spreading #falsehood 
#LokSabhaElections2019 https://t.co/GDuKptioed",IN,"Kolkata, India","[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]",KOLLEO,25387,2955,28445,729,25,"Kolkata,India.",Sun Apr 28 07:21:04 +0000 2019,
Must watch #phirekbaarmodisarkaar #modifor2019 #modiforindia #modiforindia #modi #bjp #mebhichowkidar @narendramodi @amitshahofficial #narendramodi #namofamily #nationwithnamo #namo #namonamo #namoagain2k19 #namofanclub #NamoAgain #modisarkar #modi #modibhakt #modi2019khiladi https://t.co/faZ2JHNGLc,IN,"Bengaluru South, India","[[[77.3305776, 12.731936], [77.7863188, 12.731936], [77.7863188, 13.1142933], [77.3305776, 13.1142933]]]",Indoria92Ravi,55,10,66,58,0,"Bengaluru, India",Sun Apr 28 07:13:33 +0000 2019,
"@republic @bjp4india never talked about #RealIssues, #FailuresToKeepElection2014Promises
When asked bout #RealIssues they start playing #BlameGame ignoring dat #PeopleOfIndia choosed #BJP over @INCIndia 4 changes
If #INC did wrong when it ws in Power,it doesnt mean #BJP too commit mistakes",IN,"Puruliya, India","[[[85.832496, 22.704751], [86.899489, 22.704751], [86.899489, 23.699147], [85.832496, 23.699147]]]",bikash_khaitan,1545,8,431,44,0,"Puruliya, India",Sun Apr 28 07:09:06 +0000 2019,
"@HirenAntani @BJP4India Wont form Government with majority,#BJP vl form Goverment wid its @NDAPartners 
In #Election2019 #ModiWaveFaded
Its not the same as in #Election2014
As thr is no strong alternative to #Modi, #Modi gonna be #PrimeMinisterOfIndia",IN,"Puruliya, India","[[[85.832496, 22.704751], [86.899489, 22.704751], [86.899489, 23.699147], [85.832496, 23.699147]]]",bikash_khaitan,1545,8,431,44,0,"Puruliya, India",Sun Apr 28 07:01:29 +0000 2019,
"How eager the #bjp ministers are to spread false claim against #RahulGandhi. If our politicians put in the same effort in doing their job, the country would have flourished. https://t.co/iiGjRnTw31",IN,"Bengaluru South, India","[[[77.3305776, 12.731936], [77.7863188, 12.731936], [77.7863188, 13.1142933], [77.3305776, 13.1142933]]]",jimypothen,2860,230,2015,555,10,India,Sun Apr 28 06:32:01 +0000 2019,
Why are you asking people to vote against the #BJP? Btw you have aptly described @BJP4India &amp; its candidates https://t.co/wR16zQczWD,TH,"Nong Prue, Thailand","[[[100.7354437, 13.6467112], [100.7825042, 13.6467112], [100.7825042, 13.7165866], [100.7354437, 13.7165866]]]",aviroopm,1242,148,2156,167,3,"Pune, India",Sun Apr 28 06:26:56 +0000 2019,
"#BJP lying on #Farmers #income so openly... 😡😡😡
#BJP_भगाओ_देश_बचाओ #LokSabhaElections2019 https://t.co/3sVEB6Orn6",IN,"Malegaon, India","[[[74.290242, 20.326515], [74.814926, 20.326515], [74.814926, 20.83459], [74.290242, 20.83459]]]",shahidmcm,628,95,738,107,0,Malegaon,Sun Apr 28 05:45:36 +0000 2019,
"This year Not gonna take part in the Elections. #RIP🙏🏼💔
#no_vote_campaign #sidhielections #JetAirwaysCrisis #9Wemployee #SaveJetAirways #BJP #Election2019 @jetairways @BJP4India @narendramodi @PMOIndia @TheOfficialSBI @EtihadAirways @IndiGo6E @ChouhanShivraj @GautamGambhir https://t.co/RCGD4ZfSTX",IN,"Sidhi, India","[[[81.875119, 24.39265], [81.888735, 24.39265], [81.888735, 24.420311], [81.875119, 24.420311]]]",akrutiakkil123,5259,127,202,20,0,"Mumbai, India",Sun Apr 28 05:35:18 +0000 2019,
You can imagine strength of #BJP in #Punjab that they could not find 3 candidate to fight election from Punjab ! #Elections2019 #ElectionAlert  #Punjabi,IN,"Jalandhar, India","[[[75.441473, 31.206242], [75.822406, 31.206242], [75.822406, 31.61479], [75.441473, 31.61479]]]",satbirbhatia55,192,694,18090,633,9,"Jalandhar,India",Sun Apr 28 05:02:11 +0000 2019,
"@ThePrintIndia @manasi87 Wah re @BJP4India
If @INCIndia did wrong by Cooking up #HinduTerror then its alright #BJP Candidate @sadhvipragya1 Insults #HemantKarkare
Example of #INC's wrong cant Justify #BJP's wrong stand on Candidature of #PragyaThakur",IN,"Puruliya, India","[[[85.832496, 22.704751], [86.899489, 22.704751], [86.899489, 23.699147], [85.832496, 23.699147]]]",bikash_khaitan,1545,8,431,44,0,"Puruliya, India",Sun Apr 28 04:54:33 +0000 2019,
"As the #DinAndNoise of election rises, as #BJP’s @HinduSannyasin unleashes #vitriolic, as #PM @narendramodi denigrates #Karkare

Let the voice of #Karkare’s daughter resound &amp; remind us of the selfless sacrifice of #Martyr_HemantKarkare.

Jai Hind🇮🇳

https://t.co/BnBeHUKlOy",IN,"Lucknow, India","[[[80.658613, 26.642291], [81.110202, 26.642291], [81.110202, 27.008048], [80.658613, 27.008048]]]",natiqhaque,2713,1863,5500,3839,6,India,Sun Apr 28 04:41:53 +0000 2019,
"Bjp has started a very shameful campaign ...In which they will call you and tell you to only vote for bjp (modi) 🤦 such a shame guys!! Election commission should make a stand on it👍 
(If you guys want the proof dm me... I have just received a call )  
@ECISVEEP #BJP #Congress",IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",InformationHig3,103,17,70,94,0,"Mumbai, India",Sun Apr 28 04:21:41 +0000 2019,
@ndtv @dhruv_rathee Time for you to join the #BJP too????,IN,"Surat, India","[[[72.609337, 21.035619], [72.968872, 21.035619], [72.968872, 21.307119], [72.609337, 21.307119]]]",kalpitk1,4984,222,2754,418,6,"surat, gujarat, india",Sun Apr 28 04:20:40 +0000 2019,
@Mayawati Are you sure that you won’t join #BJP after #LokSabhaElections ? If not then all your msg’s will hound you back... oops 😬 it hardly matters as if you write &amp; even check them !!!,IN,"Noida, India","[[[77.302126, 28.443981], [77.695326, 28.443981], [77.695326, 28.647131], [77.302126, 28.647131]]]",THE_BRAHMASTRA,28,44,462,128,0,India,Sun Apr 28 04:04:52 +0000 2019,
"Tomorrow is #4th phase of Election 
Plz.Voters don't be mislead by d #BJP, for so called #DeshPrem, which is completly Forgewada.For example #SadhviPragya, insulted #Martyrs Hemant Karkareji &amp; #Modiji backed her. So Voters plz.#BJP_भगाओ_देश_बचाओ",IN,"Haveli, India","[[[73.6246953, 18.2801029], [74.1954594, 18.2801029], [74.1954594, 18.7362196], [73.6246953, 18.7362196]]]",nizamkhangmail3,882,4,414,54,0,"Pune, India",Sun Apr 28 03:51:40 +0000 2019,
